# AGI Timeline Forecasts Data
# For errors or questions, contact: nathan@goodhartlabs.com
#
# Downloaded: 2026-02-25T07:25:04.278Z
#
Date,Metaculus (Weak AGI),Metaculus (Full AGI),Metaculus (Turing),Manifold,Confidence Interval Lower,Confidence Interval Upper
2022-03-21,2043,,,,2028,2060
2022-03-22,2043,,,,2028,2060
2022-03-23,2042,,,,2028,2060
2022-03-24,2042,,,,2028,2060
2022-03-25,2042,,,,2028,2060
2022-03-26,2042,2030,,,2026,2060
2022-03-27,2042,2030,,,2026,2060
2022-03-28,2041,2030,,,2025,2060
2022-03-29,2041,2030,,,2025,2060
2022-03-30,2041,2030,,,2025,2060
2022-03-31,2041,2030,,,2025,2060
2022-04-01,2041,,,,2028,2060
2022-04-02,2041,,,,2028,2060
2022-04-03,2042,,,,2028,2060
2022-04-04,2042,,,,2028,2060
2022-04-05,2042,,,,2028,2060
2022-04-06,2042,,,,2028,2060
2022-04-07,2042,,,,2028,2060
2022-04-08,2042,,,,2028,2060
2022-04-09,2041,,,,2028,2060
2022-04-10,2041,,,,2028,2060
2022-04-11,2041,2029,,,2026,2060
2022-04-12,2041,2029,,,2026,2060
2022-04-13,2041,,,,2027,2060
2022-04-14,2038,,,,2027,2060
2022-04-15,2038,,,,2027,2060
2022-04-16,2034,,,,2027,2060
2022-04-17,2034,,,,2027,2060
2022-04-18,2034,,,,2027,2060
2022-04-19,2034,,,,2026,2060
2022-04-20,2034,,,,2026,2060
2022-04-21,2034,,,,2026,2060
2022-04-22,2034,,,,2026,2060
2022-04-23,2032,,,,2026,2060
2022-04-24,2032,,,,2026,2060
2022-04-25,2032,,,,2026,2060
2022-04-26,2032,,,,2026,2060
2022-04-27,2032,,,,2026,2060
2022-04-28,2032,2028,,,2025,2054
2022-04-29,2032,2028,,,2025,2054
2022-04-30,2032,2028,,,2025,2054
2022-05-01,2033,2028,,,2025,2056
2022-05-02,2033,,,,2026,2060
2022-05-03,2033,,,,2026,2060
2022-05-04,2033,,,,2026,2060
2022-05-05,2036,,,,2027,2060
2022-05-06,2036,,,,2027,2060
2022-05-07,2036,,,,2027,2060
2022-05-08,2036,,,,2027,2060
2022-05-09,2033,,,,2026,2060
2022-05-10,2033,,,,2026,2060
2022-05-11,2033,,,,2026,2060
2022-05-12,2033,,,,2026,2060
2022-05-13,2033,,,,2026,2060
2022-05-14,2033,,,,2026,2060
2022-05-15,2027,,,,2025,2058
2022-05-16,2030,,,,2025,2060
2022-05-17,2030,,,,2025,2060
2022-05-18,2030,2027,,,2025,2051
2022-05-19,2030,2027,,,2025,2051
2022-05-20,2030,2027,,,2025,2051
2022-05-21,2030,,,,2026,2060
2022-05-22,2029,,,,2025,2060
2022-05-23,2029,,,,2025,2060
2022-05-24,2029,,,,2025,2060
2022-05-25,2029,,,,2025,2060
2022-05-26,2029,,,,2025,2060
2022-05-27,2029,,,,2025,2060
2022-05-28,2029,,,,2025,2060
2022-05-29,2030,,,,2026,2060
2022-05-30,2030,,,,2026,2060
2022-05-31,2030,,,,2026,2060
2022-06-01,2030,2026,,,2025,2049
2022-06-02,2030,2026,,,2025,2049
2022-06-03,2030,2026,,,2025,2049
2022-06-04,2030,2026,,,2025,2049
2022-06-05,2030,2026,,,2025,2049
2022-06-06,2029,2026,,,2025,2049
2022-06-07,2029,,,,2026,2060
2022-06-08,2030,,,,2026,2060
2022-06-09,2030,,,,2026,2060
2022-06-10,2030,,,,2026,2060
2022-06-11,2030,,,,2026,2060
2022-06-12,2030,,,,2026,2060
2022-06-13,2029,,,,2025,2060
2022-06-14,2029,2026,,,2024,2050
2022-06-15,2029,,,,2025,2060
2022-06-16,2029,,,,2025,2060
2022-06-17,2029,,,,2025,2060
2022-06-18,2029,,,,2025,2060
2022-06-19,2029,,,,2025,2060
2022-06-20,2030,,,,2026,2060
2022-06-21,2030,,,,2026,2059
2022-06-22,2030,,,,2026,2059
2022-06-23,2030,,,,2026,2059
2022-06-24,2030,,,,2026,2059
2022-06-25,2030,,,,2026,2059
2022-06-26,2030,,,,2026,2059
2022-06-27,2029,,,,2025,2060
2022-06-28,2029,,,,2025,2060
2022-06-29,2029,,,,2025,2060
2022-06-30,2029,,,,2025,2060
2022-07-01,2029,,,,2025,2060
2022-07-02,2030,,,,2026,2060
2022-07-03,2030,,,,2025,2060
2022-07-04,2029,2026,,,2024,2049
2022-07-05,2029,2026,,,2024,2049
2022-07-06,2029,2026,,,2024,2049
2022-07-07,2029,2026,,,2024,2049
2022-07-08,2029,2026,,,2024,2049
2022-07-09,2029,2026,,,2024,2049
2022-07-10,2029,,,,2025,2059
2022-07-11,2029,,,,2025,2059
2022-07-12,2028,,,,2025,2058
2022-07-13,2028,,,,2025,2058
2022-07-14,2028,,,,2025,2058
2022-07-15,2028,,,,2025,2058
2022-07-16,2028,,,,2025,2060
2022-07-17,2028,,,,2025,2060
2022-07-18,2028,2026,,,2024,2047
2022-07-19,2028,2026,2030,,2025,2041
2022-07-20,2028,2026,2026,,2025,2041
2022-07-21,2028,2026,2026,,2025,2041
2022-07-22,2028,2026,2026,,2025,2041
2022-07-23,2029,,,,2026,2057
2022-07-24,2029,,,,2026,2057
2022-07-25,2029,,,,2026,2057
2022-07-26,2028,,,,2026,2056
2022-07-27,2028,,2029,,2025,2055
2022-07-28,2028,,2029,,2025,2055
2022-07-29,2028,,2029,,2025,2055
2022-07-30,2028,,,,2026,2056
2022-07-31,2028,,2029,,2025,2055
2022-08-01,2028,2026,2029,,2025,2044
2022-08-02,2028,2026,2029,,2025,2044
2022-08-03,2028,2026,2029,,2025,2044
2022-08-04,2029,,2029,,2025,2054
2022-08-05,2029,,2029,,2025,2054
2022-08-06,2029,,2029,,2025,2054
2022-08-07,2029,,2029,,2025,2054
2022-08-08,2029,,2029,,2025,2054
2022-08-09,2029,,2029,,2025,2054
2022-08-10,2029,,2029,,2025,2055
2022-08-11,2029,,2029,,2025,2055
2022-08-12,2029,,2029,,2025,2055
2022-08-13,2029,,2029,,2025,2055
2022-08-14,2029,,2029,,2025,2055
2022-08-15,2029,2026,2029,,2025,2044
2022-08-16,2029,,2029,,2025,2056
2022-08-17,2029,,2029,,2025,2056
2022-08-18,2029,,2029,,2025,2056
2022-08-19,2029,,2029,,2025,2056
2022-08-20,2029,,2029,,2025,2056
2022-08-21,2029,,2029,,2025,2056
2022-08-22,2029,,2029,,2025,2056
2022-08-23,2029,2026,2029,,2025,2045
2022-08-24,2029,2026,2029,,2025,2045
2022-08-25,2029,2026,2029,,2025,2045
2022-08-26,2029,2026,2029,,2025,2045
2022-08-27,2029,2026,2029,,2025,2045
2022-08-28,2029,2026,2029,,2025,2045
2022-08-29,2029,2026,2029,,2025,2045
2022-08-30,2029,,2029,,2025,2055
2022-08-31,2029,,2029,,2025,2055
2022-09-01,2029,,2029,,2025,2055
2022-09-02,2029,,2029,,2025,2055
2022-09-03,2029,,2029,,2025,2055
2022-09-04,2029,,2029,,2025,2055
2022-09-05,2029,,2029,,2025,2055
2022-09-06,2029,2026,2029,,2025,2045
2022-09-07,2029,2026,2029,,2025,2045
2022-09-08,2029,2026,2029,,2025,2045
2022-09-09,2029,2026,2029,,2025,2045
2022-09-10,2029,2026,2029,,2025,2045
2022-09-11,2029,,2029,,2025,2055
2022-09-12,2029,,2029,,2025,2055
2022-09-13,2029,,2029,,2025,2055
2022-09-14,2029,,2029,,2025,2055
2022-09-15,2029,,2029,,2025,2055
2022-09-16,2029,,2029,,2025,2055
2022-09-17,2029,2026,2029,,2025,2045
2022-09-18,2029,2026,2029,,2025,2045
2022-09-19,2029,2026,2029,,2025,2045
2022-09-20,2029,2026,2029,,2025,2045
2022-09-21,2029,2026,2029,,2025,2045
2022-09-22,2029,2026,2029,,2025,2045
2022-09-23,2029,,2029,,2025,2055
2022-09-24,2029,,2029,,2025,2055
2022-09-25,2029,,2029,,2025,2055
2022-09-26,2029,,2029,,2025,2055
2022-09-27,2029,,2029,,2025,2055
2022-09-28,2029,,2029,,2025,2055
2022-09-29,2028,,2029,,2025,2054
2022-09-30,2028,2026,2029,,2025,2044
2022-10-01,2028,2026,2029,,2025,2044
2022-10-02,2028,2026,2029,,2025,2044
2022-10-03,2028,2026,2029,,2025,2044
2022-10-04,2028,2026,2029,,2025,2044
2022-10-05,2028,2026,2029,,2025,2044
2022-10-06,2028,2026,2029,,2025,2044
2022-10-07,2028,,2029,,2025,2054
2022-10-08,2028,2026,2029,,2025,2044
2022-10-09,2028,2026,2029,,2025,2044
2022-10-10,2028,2026,2029,,2025,2044
2022-10-11,2028,2026,2029,,2025,2044
2022-10-12,2029,,2029,,2025,2054
2022-10-13,2028,,2029,,2025,2053
2022-10-14,2028,,2029,,2025,2053
2022-10-15,2028,,2029,,2025,2053
2022-10-16,2028,,2029,,2025,2053
2022-10-17,2028,,,,2026,2055
2022-10-18,2028,,,,2026,2055
2022-10-19,2028,,2029,,2025,2053
2022-10-20,2028,,2029,,2025,2053
2022-10-21,2028,,2029,,2025,2053
2022-10-22,2028,2026,2029,,2025,2044
2022-10-23,2028,2026,2029,,2025,2044
2022-10-24,2028,2026,2029,,2025,2044
2022-10-25,2028,,2029,,2025,2053
2022-10-26,2028,,2029,,2025,2053
2022-10-27,2028,,2029,,2025,2053
2022-10-28,2028,,2029,,2025,2053
2022-10-29,2028,,2029,,2025,2053
2022-10-30,2028,,2029,,2025,2053
2022-10-31,2028,,2029,,2025,2053
2022-11-01,2028,,2029,,2025,2053
2022-11-02,2028,,2029,,2025,2053
2022-11-03,2028,,2029,,2025,2053
2022-11-04,2028,,2029,,2025,2052
2022-11-05,2028,2026,2029,,2025,2044
2022-11-06,2028,2026,2029,,2025,2044
2022-11-07,2028,,2029,,2025,2053
2022-11-08,2028,,2029,,2025,2053
2022-11-09,2028,,2029,,2025,2053
2022-11-10,2029,,2029,,2025,2054
2022-11-11,2029,,2029,,2025,2054
2022-11-12,2029,,2029,,2025,2055
2022-11-13,2029,,2029,,2025,2055
2022-11-14,2029,,2029,,2025,2055
2022-11-15,2029,,2029,,2025,2055
2022-11-16,2029,,2029,,2025,2055
2022-11-17,2029,,2029,,2025,2055
2022-11-18,2027,,2029,,2025,2053
2022-11-19,2027,,2029,,2025,2053
2022-11-20,2027,,2029,,2025,2053
2022-11-21,2027,,2029,,2025,2053
2022-11-22,2027,,2029,,2025,2053
2022-11-23,2027,,2029,,2025,2053
2022-11-24,2028,,2029,,2025,2053
2022-11-25,2029,,2029,,2025,2054
2022-11-26,2029,,2029,,2025,2054
2022-11-27,2029,,2029,,2025,2054
2022-11-28,2029,,2029,,2025,2054
2022-11-29,2029,,2029,,2025,2054
2022-11-30,2029,,2029,,2025,2054
2022-12-01,2029,,,,2025,2055
2022-12-02,2028,,,,2025,2055
2022-12-03,2028,,,,2025,2055
2022-12-04,2028,2026,2029,,2025,2044
2022-12-05,2028,2026,2029,,2025,2044
2022-12-06,2028,2026,2029,,2025,2044
2022-12-07,2028,,,,2025,2055
2022-12-08,2028,,,,2025,2055
2022-12-09,2029,,2029,,2025,2053
2022-12-10,2029,,2029,,2025,2053
2022-12-11,2029,,2029,,2025,2053
2022-12-12,2029,,2029,,2025,2053
2022-12-13,2029,,2029,,2025,2053
2022-12-14,2029,,2029,,2025,2053
2022-12-15,2029,,2029,,2025,2053
2022-12-16,2027,,2029,,2025,2053
2022-12-17,2027,,2029,,2025,2053
2022-12-18,2027,,2029,,2025,2053
2022-12-19,2027,,2029,,2025,2052
2022-12-20,2027,,2029,,2025,2052
2022-12-21,2027,,2029,,2025,2052
2022-12-22,2027,2026,2029,,2025,2043
2022-12-23,2027,2026,2029,,2025,2043
2022-12-24,2027,2026,2029,,2025,2043
2022-12-25,2029,2026,2029,,2025,2044
2022-12-26,2029,,2029,,2025,2052
2022-12-27,2029,,2029,,2025,2052
2022-12-28,2029,,2029,,2025,2052
2022-12-29,2029,,2029,,2025,2052
2022-12-30,2029,,2029,,2025,2052
2022-12-31,2027,,2029,,2025,2052
2023-01-01,2027,,2029,,2025,2052
2023-01-02,2027,,2029,,2025,2052
2023-01-03,2027,,2029,,2025,2052
2023-01-04,2027,,2029,,2025,2052
2023-01-05,2027,,2029,,2025,2052
2023-01-06,2027,,2029,,2025,2051
2023-01-07,2027,,2029,,2025,2052
2023-01-08,2027,,2029,,2025,2052
2023-01-09,2027,,2029,,2025,2052
2023-01-10,2029,,,,2025,2054
2023-01-11,2029,,2029,,2025,2053
2023-01-12,2029,2026,2029,,2025,2044
2023-01-13,2029,2026,2029,,2025,2044
2023-01-14,2027,2026,2029,,2024,2043
2023-01-15,2027,,2029,,2025,2052
2023-01-16,2027,,2029,,2025,2052
2023-01-17,2027,,2029,,2025,2052
2023-01-18,2027,,2029,,2025,2052
2023-01-19,2027,,2029,,2025,2052
2023-01-20,2027,,2029,,2025,2052
2023-01-21,2027,,2029,,2025,2052
2023-01-22,2027,,2029,,2025,2052
2023-01-23,2027,2026,,,2024,2047
2023-01-24,2027,2026,,,2024,2047
2023-01-25,2027,2026,2029,,2024,2042
2023-01-26,2028,2026,2029,,2025,2044
2023-01-27,2028,2026,2029,,2025,2044
2023-01-28,2028,,2029,,2025,2055
2023-01-29,2028,,2029,,2025,2055
2023-01-30,2027,,2029,,2025,2054
2023-01-31,2027,,2029,,2025,2054
2023-02-01,2027,,2029,,2025,2054
2023-02-02,2027,,2029,,2025,2054
2023-02-03,2027,2026,2029,,2024,2043
2023-02-04,2027,2026,2029,,2025,2043
2023-02-05,2027,2026,2029,,2025,2043
2023-02-06,2027,2026,2029,,2025,2043
2023-02-07,2027,2026,2029,,2025,2043
2023-02-08,2027,,2029,,2025,2054
2023-02-09,2027,,2029,,2025,2054
2023-02-10,2028,,2029,,2025,2054
2023-02-11,2028,,2029,,2025,2054
2023-02-12,2027,,2029,,2025,2054
2023-02-13,2027,2026,2029,,2024,2043
2023-02-14,2027,,2029,,2025,2055
2023-02-15,2027,,2029,,2025,2055
2023-02-16,2027,,2029,,2025,2055
2023-02-17,2027,,2029,,2025,2055
2023-02-18,2027,,2029,,2025,2055
2023-02-19,2027,,2029,,2025,2055
2023-02-20,2028,,2029,,2025,2054
2023-02-21,2028,,2029,,2025,2054
2023-02-22,2028,,2029,,2025,2054
2023-02-23,2028,,2029,,2025,2054
2023-02-24,2028,2026,2029,,2024,2043
2023-02-25,2028,2026,2029,,2025,2044
2023-02-26,2028,,2029,,2025,2053
2023-02-27,2027,,2029,,2025,2053
2023-02-28,2027,,2029,,2025,2053
2023-03-01,2027,,2029,,2025,2053
2023-03-02,2027,,2029,,2025,2053
2023-03-03,2027,,2029,,2025,2053
2023-03-04,2027,,2029,,2025,2053
2023-03-05,2027,,2029,,2025,2053
2023-03-06,2027,,2029,,2025,2053
2023-03-07,2027,,2029,,2025,2053
2023-03-08,2027,2026,2029,,2025,2042
2023-03-09,2027,2026,2029,,2025,2042
2023-03-10,2027,2026,2029,,2025,2042
2023-03-11,2027,,2029,,2025,2053
2023-03-12,2027,,2029,,2025,2053
2023-03-13,2027,,2029,,2025,2053
2023-03-14,2028,,2029,,2025,2054
2023-03-15,2028,,,,2025,2055
2023-03-16,2028,,,,2025,2055
2023-03-17,2028,,,,2025,2053
2023-03-18,2028,,,,2025,2053
2023-03-19,2026,,,,2025,2051
2023-03-20,2026,2025,2028,,2024,2041
2023-03-21,2026,2025,2028,,2024,2041
2023-03-22,2026,2025,,,2024,2044
2023-03-23,2026,2025,,,2024,2044
2023-03-24,2026,,,,2025,2052
2023-03-25,2026,,2028,,2025,2049
2023-03-26,2026,,2028,,2025,2048
2023-03-27,2026,,,,2025,2050
2023-03-28,2026,,,,2025,2050
2023-03-29,2026,,,,2025,2050
2023-03-30,2027,2032,,,2025,2050
2023-03-31,2027,2025,,,2024,2045
2023-04-01,2027,2025,2028,,2024,2041
2023-04-02,2027,2025,2028,,2024,2041
2023-04-03,2026,2025,,,2024,2045
2023-04-04,2026,2025,2028,,2024,2041
2023-04-05,2026,2032,2028,,2025,2046
2023-04-06,2026,2032,2028,,2025,2046
2023-04-07,2026,2032,2028,,2025,2046
2023-04-08,2026,2032,2028,,2025,2046
2023-04-09,2026,2032,2028,,2025,2046
2023-04-10,2026,2032,2028,,2025,2046
2023-04-11,2026,2031,2028,,2025,2045
2023-04-12,2026,2031,2028,,2025,2045
2023-04-13,2026,2025,2028,,2024,2040
2023-04-14,2026,2025,2028,,2024,2040
2023-04-15,2026,2025,,,2024,2045
2023-04-16,2027,2025,,,2024,2046
2023-04-17,2026,2025,,,2024,2045
2023-04-18,2026,2031,2028,,2025,2045
2023-04-19,2026,2031,2028,,2025,2045
2023-04-20,2026,2031,2028,,2025,2045
2023-04-21,2026,2031,2028,,2025,2045
2023-04-22,2026,2031,,,2025,2048
2023-04-23,2026,2031,2028,,2025,2045
2023-04-24,2026,2031,2028,,2025,2046
2023-04-25,2026,2024,2028,,2024,2039
2023-04-26,2026,2024,,,2024,2044
2023-04-27,2026,2024,2028,,2024,2039
2023-04-28,2026,2024,2028,,2024,2039
2023-04-29,2026,2024,2028,,2024,2039
2023-04-30,2026,2032,,,2025,2049
2023-05-01,2026,2032,,,2025,2048
2023-05-02,2026,2032,2028,,2025,2045
2023-05-03,2027,2032,2028,,2025,2046
2023-05-04,2027,2032,2028,,2025,2046
2023-05-05,2027,2032,,,2025,2050
2023-05-06,2027,2031,,,2025,2049
2023-05-07,2027,2024,,,2024,2045
2023-05-08,2027,2024,2028,,2024,2040
2023-05-09,2026,2024,2028,,2024,2039
2023-05-10,2026,2024,2028,,2024,2039
2023-05-11,2026,2024,2028,,2024,2039
2023-05-12,2026,2024,2028,,2024,2039
2023-05-13,2026,2031,2028,,2025,2045
2023-05-14,2026,2031,2028,,2025,2045
2023-05-15,2026,2031,2028,,2025,2045
2023-05-16,2026,2031,2028,,2025,2045
2023-05-17,2026,2031,2028,,2025,2044
2023-05-18,2026,2031,2028,,2025,2044
2023-05-19,2026,2032,2028,,2025,2045
2023-05-20,2027,2024,2028,,2024,2039
2023-05-21,2027,2024,2028,,2024,2039
2023-05-22,2027,2024,2028,,2024,2039
2023-05-23,2026,2024,2028,,2024,2038
2023-05-24,2026,2024,2028,,2024,2038
2023-05-25,2026,2024,2027,,2024,2038
2023-05-26,2026,2031,2027,,2025,2045
2023-05-27,2026,2031,2027,,2025,2045
2023-05-28,2026,2031,2027,,2025,2045
2023-05-29,2026,2031,2027,,2025,2045
2023-05-30,2026,2031,2027,,2025,2045
2023-05-31,2026,2031,2027,,2025,2045
2023-06-01,2026,,2027,,2025,2046
2023-06-02,2026,2024,2027,,2024,2039
2023-06-03,2026,2024,2027,,2024,2039
2023-06-04,2026,2024,2027,,2024,2039
2023-06-05,2026,2024,2027,,2024,2038
2023-06-06,2026,2024,2027,,2024,2038
2023-06-07,2027,2024,2027,,2024,2039
2023-06-08,2027,2032,,,2025,2049
2023-06-09,2027,2032,,,2025,2049
2023-06-10,2027,2032,,,2025,2049
2023-06-11,2027,2032,,,2025,2049
2023-06-12,2027,2032,,,2025,2049
2023-06-13,2027,2032,2027,,2025,2046
2023-06-14,2026,2032,2027,,2025,2046
2023-06-15,2026,2024,2027,,2024,2039
2023-06-16,2026,2024,2027,,2024,2039
2023-06-17,2026,2024,2027,,2024,2039
2023-06-18,2026,2024,2027,,2024,2039
2023-06-19,2026,,2027,,2025,2046
2023-06-20,2026,,2027,,2025,2046
2023-06-21,2026,,2027,,2025,2046
2023-06-22,2026,,,,2025,2048
2023-06-23,2026,,,,2025,2048
2023-06-24,2027,,,,2025,2048
2023-06-25,2027,,2027,,2025,2046
2023-06-26,2027,,2027,,2025,2046
2023-06-27,2027,,2027,,2025,2046
2023-06-28,2026,2024,,,2024,2041
2023-06-29,2026,2024,,,2024,2041
2023-06-30,2026,2024,2027,,2024,2039
2023-07-01,2026,2024,2027,,2024,2039
2023-07-02,2026,2024,2027,,2024,2039
2023-07-03,2026,2033,2027,,2025,2047
2023-07-04,2026,2033,2027,,2025,2047
2023-07-05,2026,2033,2027,,2025,2047
2023-07-06,2026,2033,2027,,2025,2047
2023-07-07,2026,2033,2027,,2025,2047
2023-07-08,2026,2033,2027,,2025,2047
2023-07-09,2026,2033,2027,,2025,2047
2023-07-10,2026,2024,2027,,2024,2039
2023-07-11,2027,2024,2027,,2024,2039
2023-07-12,2026,2024,2027,,2024,2039
2023-07-13,2026,2024,2027,,2024,2039
2023-07-14,2026,,2027,,2025,2048
2023-07-15,2026,,2027,,2025,2048
2023-07-16,2026,,,,2025,2050
2023-07-17,2026,,,,2025,2050
2023-07-18,2026,,2027,,2025,2048
2023-07-19,2026,,2027,,2025,2048
2023-07-20,2026,,2027,,2025,2047
2023-07-21,2026,,2027,,2025,2047
2023-07-22,2026,,2027,,2025,2047
2023-07-23,2026,2024,2029,,2024,2041
2023-07-24,2026,2024,2027,,2024,2038
2023-07-25,2026,2024,2027,,2024,2038
2023-07-26,2026,2024,2027,,2024,2038
2023-07-27,2027,2033,2027,,2025,2047
2023-07-28,2027,2033,2027,,2025,2046
2023-07-29,2027,2033,2027,,2025,2046
2023-07-30,2027,2033,2027,,2025,2046
2023-07-31,2027,2033,2027,,2025,2046
2023-08-01,2027,2033,2027,,2025,2046
2023-08-02,2027,2032,2027,,2025,2046
2023-08-03,2027,2032,2027,,2025,2046
2023-08-04,2027,2032,2027,,2025,2047
2023-08-05,2027,2024,2027,,2024,2038
2023-08-06,2027,2024,2027,,2024,2038
2023-08-07,2027,2024,2027,,2024,2038
2023-08-08,2027,2024,2026,,2024,2038
2023-08-09,2027,2032,2026,,2025,2046
2023-08-10,2027,2032,2026,,2025,2046
2023-08-11,2027,2032,2026,,2025,2046
2023-08-12,2027,2032,2026,,2025,2046
2023-08-13,2027,2032,2026,,2025,2046
2023-08-14,2027,2032,2026,,2025,2046
2023-08-15,2027,2032,2026,,2025,2046
2023-08-16,2027,2032,2026,,2025,2045
2023-08-17,2027,2024,2026,,2024,2038
2023-08-18,2027,2024,2026,,2024,2038
2023-08-19,2027,2024,2026,,2024,2039
2023-08-20,2027,2024,2026,,2024,2039
2023-08-21,2027,2024,2026,,2024,2039
2023-08-22,2027,2032,2026,,2025,2047
2023-08-23,2027,2032,2026,,2025,2047
2023-08-24,2027,2032,2026,,2025,2047
2023-08-25,2027,2032,2026,,2025,2046
2023-08-26,2027,2032,2026,,2025,2046
2023-08-27,2027,2032,2026,,2025,2046
2023-08-28,2027,2032,2026,,2025,2046
2023-08-29,2027,2032,2026,,2025,2046
2023-08-30,2027,2032,2026,,2025,2046
2023-08-31,2027,2024,2026,,2024,2038
2023-09-01,2027,2024,2026,,2024,2038
2023-09-02,2027,2024,2026,,2024,2038
2023-09-03,2027,2032,2026,,2025,2046
2023-09-04,2027,2032,2026,,2025,2045
2023-09-05,2027,2032,2026,,2025,2045
2023-09-06,2027,2032,2026,,2025,2045
2023-09-07,2027,2032,2026,,2025,2045
2023-09-08,2027,2032,2026,,2025,2045
2023-09-09,2027,2032,2026,,2025,2045
2023-09-10,2027,2032,2026,,2025,2045
2023-09-11,2027,2032,2026,,2025,2046
2023-09-12,2027,2024,2026,,2024,2038
2023-09-13,2027,2024,2026,,2024,2038
2023-09-14,2027,2024,2026,,2024,2038
2023-09-15,2027,2032,2026,,2025,2046
2023-09-16,2027,2032,2026,,2025,2046
2023-09-17,2027,2032,2026,,2025,2046
2023-09-18,2027,2032,2026,,2025,2046
2023-09-19,2027,2032,2026,,2025,2046
2023-09-20,2027,2032,2029,,2025,2048
2023-09-21,2027,2032,2029,,2025,2048
2023-09-22,2027,2032,2026,,2025,2046
2023-09-23,2027,2032,2026,,2025,2045
2023-09-24,2027,2032,2026,,2025,2045
2023-09-25,2027,2032,2026,,2025,2045
2023-09-26,2027,2024,2026,,2024,2037
2023-09-27,2027,2024,2026,,2024,2037
2023-09-28,2027,2031,2026,,2025,2044
2023-09-29,2027,2031,2026,,2025,2044
2023-09-30,2027,2031,2029,,2025,2046
2023-10-01,2027,2031,2029,,2025,2046
2023-10-02,2027,2031,2029,,2025,2046
2023-10-03,2027,2031,2026,,2025,2044
2023-10-04,2027,2031,2026,,2025,2044
2023-10-05,2027,2031,2026,,2025,2044
2023-10-06,2026,2031,2026,,2025,2043
2023-10-07,2026,2031,2026,,2025,2043
2023-10-08,2026,2031,2026,,2025,2043
2023-10-09,2026,2031,2026,,2025,2043
2023-10-10,2026,2024,2026,,2024,2037
2023-10-11,2026,2024,2026,,2024,2037
2023-10-12,2027,2024,2026,,2024,2037
2023-10-13,2027,2024,2026,,2024,2037
2023-10-14,2026,2024,2026,,2024,2037
2023-10-15,2026,2024,2026,,2024,2037
2023-10-16,2026,2031,2026,,2025,2044
2023-10-17,2026,2031,2026,,2025,2044
2023-10-18,2026,2031,2026,,2025,2044
2023-10-19,2026,2031,2028,,2025,2046
2023-10-20,2026,2031,2027,,2025,2045
2023-10-21,2026,2031,2026,,2024,2044
2023-10-22,2026,2031,2026,,2024,2044
2023-10-23,2026,2024,2026,,2024,2036
2023-10-24,2026,2024,2026,,2024,2036
2023-10-25,2026,2024,2026,,2024,2036
2023-10-26,2026,2024,2026,,2024,2036
2023-10-27,2026,2024,2026,,2024,2036
2023-10-28,2026,2024,2026,,2024,2036
2023-10-29,2026,2024,2026,,2024,2036
2023-10-30,2026,2031,2025,,2024,2043
2023-10-31,2027,2031,2025,,2025,2044
2023-11-01,2027,2031,2028,,2025,2046
2023-11-02,2027,2031,2028,,2025,2046
2023-11-03,2027,2031,2028,,2025,2046
2023-11-04,2027,2032,2025,,2025,2045
2023-11-05,2026,2032,2025,,2024,2044
2023-11-06,2026,2032,2025,,2024,2044
2023-11-07,2026,2024,2025,,2024,2035
2023-11-08,2026,2024,2025,,2024,2035
2023-11-09,2026,2024,2025,,2024,2035
2023-11-10,2026,2024,2025,,2024,2035
2023-11-11,2026,2032,2025,,2024,2045
2023-11-12,2026,2032,2025,,2024,2045
2023-11-13,2026,2032,2025,,2024,2045
2023-11-14,2026,2032,2025,,2024,2045
2023-11-15,2026,2032,2025,,2024,2045
2023-11-16,2026,2032,2025,,2024,2045
2023-11-17,2026,2031,2025,,2024,2044
2023-11-18,2026,2031,2025,,2024,2044
2023-11-19,2026,2031,2025,,2024,2043
2023-11-20,2026,2031,2025,,2025,2045
2023-11-21,2026,2031,2025,,2025,2045
2023-11-22,2026,2024,2025,,2024,2036
2023-11-23,2026,2031,2025,,2025,2044
2023-11-24,2026,2031,2025,,2025,2044
2023-11-25,2026,2031,2025,,2025,2044
2023-11-26,2025,2031,2025,,2024,2043
2023-11-27,2025,2031,2029,,2025,2046
2023-11-28,2025,2031,2029,,2025,2046
2023-11-29,2025,2030,2029,,2025,2045
2023-11-30,2025,2030,2025,,2024,2042
2023-12-01,2025,2030,2025,,2024,2042
2023-12-02,2025,2030,2025,,2024,2042
2023-12-03,2026,2030,2025,,2024,2042
2023-12-04,2026,2030,2025,,2024,2042
2023-12-05,2026,2030,2025,,2024,2042
2023-12-06,2026,2024,2025,,2024,2035
2023-12-07,2026,2024,2025,,2024,2035
2023-12-08,2026,2024,2025,,2024,2035
2023-12-09,2026,2024,2025,,2024,2036
2023-12-10,2026,2024,2025,,2024,2036
2023-12-11,2026,2024,2025,,2024,2035
2023-12-12,2026,2032,2025,,2025,2044
2023-12-13,2026,2032,2025,,2025,2044
2023-12-14,2026,2032,2025,,2025,2044
2023-12-15,2026,2032,2029,,2025,2047
2023-12-16,2026,2032,2029,,2025,2047
2023-12-17,2026,2032,2025,,2024,2043
2023-12-18,2026,2031,2025,,2024,2043
2023-12-19,2026,2031,2025,,2024,2043
2023-12-20,2026,2031,2025,,2024,2043
2023-12-21,2026,2024,2025,,2024,2034
2023-12-22,2026,2024,2025,,2024,2034
2023-12-23,2026,2024,2025,,2024,2034
